,match_id,match_date,homeTeam_name,awayTeam_name,pi_rating_home,pi_rating_away,possession_home_last3_mean,possession_away_last3_mean,xG_home_last3_mean,xG_away_last3_mean,goal_contrib_home_last3_mean,goal_contrib_away_last3_mean,interceptions_home_last3_mean,interceptions_away_last3_mean,passes_home_last3_mean,passes_away_last3_mean,dribblesPct_home_last3_mean,dribblesPct_away_last3_mean,corners_home_last3_mean,corners_away_last3_mean,avg_rating_home_last3_mean,avg_rating_away_last3_mean,weighted_rating_home_last3_mean,weighted_rating_away_last3_mean
79,12651000,2024-11-01,PS Barito Putera,Arema FC,-0.1634245129934927,0.018169460258212325,49.333333333333336,56.333333333333336,1.1364527333333332,1.5199067666666666,1.6666666666666667,2.0,10.0,13.666666666666666,297.0,411.0,14.0,15.666666666666666,6.0,4.0,4.3768115942028984,4.5260869565217385,6.710911412282228,6.9648642336811415
80,12651005,2024-11-01,Persib Bandung,Semen Padang FC,0.4228313349184958,-0.5192668865225492,52.333333333333336,40.666666666666664,1.2554836666666667,0.8027143333333333,3.0,2.0,14.0,11.666666666666666,413.3333333333333,321.3333333333333,19.666666666666668,14.333333333333334,2.3333333333333335,4.0,4.539130434782609,4.502898550724637,7.015521016489114,6.60142430309982
81,12651003,2024-11-02,PSIS Semarang,Persebaya Surabaya,-0.2965644582734539,0.16886446735358634,39.333333333333336,41.333333333333336,0.3951306666666667,0.529934,1.0,1.0,15.0,17.666666666666668,298.3333333333333,299.6666666666667,11.0,14.0,2.0,4.0,4.267588932806324,4.6679505582137155,6.691509013251448,6.831666546076768
82,12651035,2024-11-02,Borneo FC Samarinda,Dewa United FC,0.2811709123332583,0.08742647795348787,65.0,56.666666666666664,2.159228333333333,2.0155456666666667,2.3333333333333335,4.0,10.333333333333334,12.666666666666666,520.3333333333334,438.3333333333333,22.666666666666668,11.333333333333334,7.0,3.3333333333333335,4.484057971014493,5.07984962406015,7.327587715031051,7.132369634166699
83,12650969,2024-11-03,PSBS Biak,Bali United FC,-0.0564706418512855,0.396592079086756,57.0,44.333333333333336,1.3915321666666667,1.6898598,2.6666666666666665,1.6666666666666667,10.666666666666666,10.0,430.0,273.3333333333333,19.333333333333332,20.666666666666668,5.333333333333333,4.0,4.763768115942031,4.597101449275362,7.034861459717505,6.927324291265774
84,12650966,2024-11-03,Persis Solo,PSS Sleman,-0.3525109149843456,-0.08674825735427175,53.333333333333336,49.333333333333336,1.6460886333333333,1.0307216,1.6666666666666667,1.6666666666666667,12.333333333333334,13.333333333333334,366.6666666666667,325.0,20.666666666666668,11.666666666666666,8.666666666666666,3.3333333333333335,4.694202898550724,4.996507936507936,6.941754997739299,6.970133894298791
85,12650955,2024-11-04,Persita Tangerang,Malut United FC,0.08072868525735666,-0.14658875048701586,57.0,41.666666666666664,1.1188043666666665,1.182336,0.3333333333333333,0.6666666666666666,21.666666666666668,13.333333333333334,377.0,335.6666666666667,12.666666666666666,15.0,3.3333333333333335,3.6666666666666665,4.572463768115942,4.679710144927537,6.915412294176302,6.823668945884765
86,12650946,2024-11-04,PSM Makassar,Persik Kediri,0.18246596076303917,0.019599714933598165,47.0,47.0,1.379933,1.1845744999999999,1.3333333333333333,3.0,12.666666666666666,11.666666666666666,264.3333333333333,334.6666666666667,20.666666666666668,13.666666666666666,5.0,2.3333333333333335,4.779710144927535,4.518840579710145,6.910161256212393,6.837076883242695
87,12650950,2024-11-06,Persija Jakarta,Madura United FC,0.12801981738791074,-0.16429448777928685,57.333333333333336,51.666666666666664,1.1584756666666667,1.525555,1.3333333333333333,2.3333333333333335,7.333333333333333,12.0,455.0,365.3333333333333,9.666666666666666,14.666666666666666,5.0,4.333333333333333,4.58135046113307,4.3246376811594205,6.986217981772551,6.821104380999048
90,12650959,2024-11-21,Madura United FC,Arema FC,-0.27474061261990296,0.11433288528446203,49.0,56.666666666666664,0.5846925000000001,2.283223433333333,2.0,2.6666666666666665,9.5,9.666666666666666,333.5,429.3333333333333,16.5,14.333333333333334,6.0,6.666666666666667,4.489822134387352,4.818840579710145,6.832379793061472,6.956151362640083
88,12653684,2024-11-21,Malut United FC,Persis Solo,-0.12571058793834705,-0.447614868387898,51.666666666666664,57.333333333333336,1.0542415,1.1310281333333334,1.6666666666666667,0.6666666666666666,13.0,15.333333333333334,361.6666666666667,370.6666666666667,24.0,14.333333333333334,4.666666666666667,6.0,4.46376811594203,4.9727272727272736,6.880560053812208,6.886526424475199
89,12650952,2024-11-21,Semen Padang FC,PSM Makassar,-0.4476350167397023,0.16894826850777833,50.0,29.5,1.638359733333333,1.019504,0.3333333333333333,2.0,11.666666666666666,13.0,342.6666666666667,179.0,21.0,10.5,4.333333333333333,4.0,4.436890645586298,4.543478260869566,6.696867234398995,6.785972689719175
93,12650958,2024-11-22,Persib Bandung,Borneo FC Samarinda,0.3511994651356489,0.3428040578641442,55.666666666666664,54.666666666666664,1.350007,1.9429163333333335,2.3333333333333335,2.0,12.333333333333334,13.666666666666666,465.3333333333333,421.6666666666667,26.666666666666668,13.666666666666666,4.333333333333333,4.666666666666667,4.80270092226614,4.653623188405796,7.16178803136724,7.013876987630464
92,12651037,2024-11-22,Persebaya Surabaya,Persija Jakarta,0.21724208191013356,0.2384659422285268,52.0,57.0,2.5162363333333335,1.1121263333333333,1.3333333333333333,2.0,9.333333333333334,13.333333333333334,349.0,439.0,20.666666666666668,13.333333333333334,5.333333333333333,6.0,5.4290404040404034,4.798748353096179,7.089964961002697,6.8844832060092065
91,12651036,2024-11-22,PSS Sleman,PSBS Biak,0.008355696049280666,0.05019544960306781,48.0,45.0,1.2715350333333333,1.2073265666666666,2.0,0.3333333333333333,11.666666666666666,16.666666666666668,339.3333333333333,325.6666666666667,17.333333333333332,18.0,6.666666666666667,5.333333333333333,4.817736369910284,4.8417391304347825,6.942854821411243,6.849050412750192
94,12650964,2024-11-23,PS Barito Putera,Persita Tangerang,-0.25958793801974245,0.05985052270868784,50.333333333333336,35.0,0.8483469999999999,0.39139389999999996,0.6666666666666666,0.5,11.666666666666666,12.0,316.6666666666667,241.5,11.666666666666666,10.5,6.666666666666667,2.5,4.544927536231884,4.857707509881424,6.711551405675845,6.941576644281729
95,12650961,2024-11-23,Persik Kediri,PSIS Semarang,0.03311740718885903,-0.3449420728300011,62.0,46.0,0.8356217499999999,0.36447000000000007,0.0,0.5,18.0,16.0,550.0,284.5,18.0,12.5,4.0,3.0,4.6869565217391305,4.502954545454545,6.797063737537026,6.765072931985471
96,12650972,2024-11-23,Dewa United FC,Bali United FC,0.025793332422601997,0.2899259876324026,54.0,49.333333333333336,1.4600192333333333,1.7834414666666667,3.6666666666666665,1.6666666666666667,12.0,10.333333333333334,446.6666666666667,322.3333333333333,15.666666666666666,21.333333333333332,5.333333333333333,4.0,5.252280701754386,4.620289855072463,6.809470815699046,6.965690452919984
97,12650949,2024-12-01,PSIS Semarang,Semen Padang FC,-0.2635263363742683,-0.39639954440525493,42.666666666666664,38.0,0.3983556666666666,0.5495073333333335,0.6666666666666666,2.0,13.666666666666666,13.0,324.6666666666667,281.6666666666667,14.0,12.333333333333334,2.6666666666666665,3.3333333333333335,4.515207980425371,4.349347826086956,6.6848884598917655,6.69029197936984
98,12650956,2024-12-01,Persija Jakarta,Persik Kediri,0.16916920095777907,-0.04829832926687379,55.0,45.0,1.0976513333333333,1.018366833333333,3.0,2.6666666666666665,5.666666666666667,15.666666666666666,435.3333333333333,306.0,8.666666666666666,13.666666666666666,5.333333333333333,1.6666666666666667,4.675289855072463,4.320289855072464,6.938779903328464,6.833926598136657
99,12651034,2024-12-02,PSBS Biak,Malut United FC,0.12228355797022518,-0.015024807033815875,56.666666666666664,46.666666666666664,1.568883666666667,2.373165333333333,2.6666666666666665,1.3333333333333333,12.0,13.333333333333334,410.3333333333333,385.6666666666667,21.333333333333332,18.666666666666668,5.666666666666667,6.0,4.67536231884058,4.78840579710145,7.067635398513161,7.018943408259514
100,12650951,2024-12-02,PSM Makassar,Borneo FC Samarinda,0.11771279617333091,0.2760101998547001,47.666666666666664,59.666666666666664,1.3327146666666667,2.163255,1.6666666666666667,1.3333333333333333,9.666666666666666,12.333333333333334,280.0,473.3333333333333,21.333333333333332,21.0,6.333333333333333,6.333333333333333,4.808695652173913,4.646376811594203,6.967199079346622,7.0946505123513575
101,12650954,2024-12-02,Madura United FC,Persebaya Surabaya,-0.3664655027559891,0.2865388231808813,56.5,44.666666666666664,0.829902,0.705801,4.0,1.3333333333333333,9.0,21.333333333333332,382.0,332.3333333333333,13.0,16.333333333333332,6.5,4.666666666666667,4.465909090909092,4.971469076732234,6.762966952932965,6.998076060702291
102,12650960,2024-12-03,Arema FC,Persita Tangerang,0.2060577754205482,0.1519035424464981,50.0,38.0,1.6125676666666664,0.9074089333333332,1.6666666666666667,1.3333333333333333,12.0,14.333333333333334,348.3333333333333,275.0,16.0,9.333333333333334,4.666666666666667,2.3333333333333335,4.569565217391304,4.918774703557314,6.887289877971543,6.968426297476064
103,12650957,2024-12-03,Dewa United FC,PSS Sleman,0.10622474291553767,-0.06373241231787671,54.333333333333336,41.333333333333336,1.7515621999999997,0.8913702666666667,3.0,2.6666666666666665,9.666666666666666,16.333333333333332,404.0,253.33333333333334,19.0,11.0,5.666666666666667,2.6666666666666665,4.835238095238095,4.649083694083694,6.891274280504361,7.034185405518293
104,12650968,2024-12-03,Persis Solo,PS Barito Putera,-0.5583006492924292,-0.35164095775755266,54.333333333333336,49.333333333333336,1.7110873,0.7964762333333333,1.6666666666666667,1.3333333333333333,13.0,16.0,365.0,314.6666666666667,19.0,7.666666666666667,8.333333333333334,4.666666666666667,4.768115942028985,4.613043478260869,6.909933254502124,6.853337597400061
106,12657512,2024-12-06,Borneo FC Samarinda,PSIS Semarang,0.20280799768774446,-0.19625012943326436,65.33333333333333,45.5,1.9157273333333336,0.9539434999999999,2.0,0.5,10.666666666666666,14.5,470.6666666666667,248.0,24.333333333333332,11.0,6.666666666666667,3.0,4.7738405797101455,4.804239130434784,7.2792391485128105,6.926813747882793
107,12657511,2024-12-06,Persik Kediri,Madura United FC,-0.1442402168622592,-0.40691236248517676,60.666666666666664,51.666666666666664,1.2444438333333334,1.3326136666666668,0.0,2.0,14.333333333333334,13.666666666666666,490.3333333333333,382.3333333333333,20.666666666666668,20.0,5.0,5.0,4.740579710144928,4.378260869565216,6.907616619132913,6.74514251149215
105,12657510,2024-12-06,Semen Padang FC,Persija Jakarta,-0.4636757513462588,0.2651110885531645,39.666666666666664,56.666666666666664,1.1581499999999998,1.3869280000000002,0.6666666666666666,2.3333333333333335,15.0,15.333333333333334,274.3333333333333,445.3333333333333,15.666666666666666,15.333333333333334,4.333333333333333,6.333333333333333,4.305006587615283,4.957180500658761,6.648427168717549,6.979921402844813
108,12657508,2024-12-07,Malut United FC,Dewa United FC,0.08954476816379217,0.1722680122472629,47.0,47.666666666666664,1.4245981666666667,1.9447287333333338,2.6666666666666665,4.0,13.0,11.666666666666666,309.3333333333333,343.0,19.0,13.333333333333334,5.0,2.6666666666666665,4.615942028985508,4.984155844155844,6.984910465879378,7.043377370594603
109,12657509,2024-12-07,Persebaya Surabaya,Arema FC,0.3269856829100689,0.32240473179760654,53.333333333333336,48.333333333333336,2.7020133333333334,1.9758033333333334,1.0,4.0,10.333333333333334,10.333333333333334,345.6666666666667,372.3333333333333,26.666666666666668,14.666666666666666,5.0,4.666666666666667,4.956818181818182,4.821739130434783,7.089466642779261,6.974976528702803
110,12657507,2024-12-07,Bali United FC,PSM Makassar,0.20949457713946698,0.19091499834028652,47.0,42.0,1.3119737999999999,1.0270460000000001,3.0,2.0,11.0,12.0,311.0,259.3333333333333,10.333333333333334,13.333333333333334,10.0,6.0,4.562318840579711,4.523188405797102,7.053912819433905,6.839273214233216
111,12657506,2024-12-08,PS Barito Putera,PSBS Biak,-0.3686944556413482,0.017713982772617126,55.666666666666664,43.0,0.9967753333333332,1.276302,0.3333333333333333,1.0,9.666666666666666,17.666666666666668,364.0,311.6666666666667,16.333333333333332,19.0,8.666666666666666,5.0,4.573913043478261,5.030068649885583,6.73453367105935,6.9644723516406914
112,12657505,2024-12-08,Persita Tangerang,Persis Solo,0.03555658606943978,-0.5412471514086337,54.333333333333336,57.666666666666664,0.5955873333333334,0.8901913,1.0,0.0,21.0,12.666666666666666,393.3333333333333,401.3333333333333,10.0,13.0,3.0,5.666666666666667,4.61772068511199,4.962842712842714,6.891455639719646,6.758027152892887
113,12657504,2024-12-09,PSS Sleman,Persib Bandung,-0.12977568164960196,0.4179933231450931,52.0,48.333333333333336,1.3679707,0.7688686666666666,0.6666666666666666,2.0,11.333333333333334,14.666666666666666,379.3333333333333,346.3333333333333,15.666666666666666,13.0,7.666666666666667,2.6666666666666665,4.764113181504485,4.819119769119769,6.824212683385045,6.86819469160728
114,12657503,2024-12-10,Madura United FC,Semen Padang FC,-0.4680367210722649,-0.5006056818233181,60.0,38.666666666666664,0.7621635,0.5583686666666667,2.5,2.0,11.0,14.666666666666666,355.5,314.3333333333333,15.0,14.0,5.5,3.3333333333333335,4.606521739130434,4.582600644122383,6.6526388211868355,6.75345306747658
115,12657500,2024-12-10,Persija Jakarta,Borneo FC Samarinda,0.3020410190302238,0.16002113992221284,55.666666666666664,63.0,1.6887713333333334,1.7001536666666663,4.0,1.0,8.666666666666666,13.0,426.0,478.0,8.333333333333334,18.666666666666668,5.0,7.666666666666667,4.763695652173912,4.697101449275363,6.92152620734799,7.0151952275388725
116,12657501,2024-12-11,Persebaya Surabaya,Persik Kediri,0.39938065587591953,-0.08311585827517104,51.666666666666664,47.666666666666664,2.3596376666666665,1.0326316666666666,2.6666666666666665,2.0,10.333333333333334,18.0,297.3333333333333,341.6666666666667,19.333333333333332,17.0,3.6666666666666665,1.6666666666666667,4.939357864357864,4.178194993412386,6.986191019622331,6.826697551628783
117,12657499,2024-12-11,PSIS Semarang,Bali United FC,-0.15346327166773271,0.19552435933192816,46.666666666666664,51.333333333333336,0.5203979999999999,1.7637321333333331,0.0,0.3333333333333333,15.333333333333334,12.666666666666666,365.6666666666667,310.6666666666667,15.0,24.666666666666668,3.6666666666666665,4.333333333333333,4.647619047619048,4.785507246376811,6.840337704037341,6.9387039329923175
118,12657502,2024-12-12,PSBS Biak,Persita Tangerang,0.12890819048496027,0.12103665417206341,58.333333333333336,44.0,1.4576160333333334,1.0120773666666667,3.3333333333333335,1.3333333333333333,12.0,13.666666666666666,439.6666666666667,314.6666666666667,18.666666666666668,10.0,6.333333333333333,2.6666666666666665,4.614492753623189,4.814426877470357,6.984592663470427,6.7857330877796445
119,12657498,2024-12-12,Arema FC,Persis Solo,0.2500097588317559,-0.6267272195112574,53.0,53.333333333333336,2.25119,1.1542416333333334,3.3333333333333335,0.0,16.0,10.333333333333334,382.0,361.0,18.0,15.333333333333334,6.0,6.0,4.729882677708765,4.914357864357865,7.0257464299912575,6.686868520230391
120,12657496,2024-12-12,Dewa United FC,PS Barito Putera,0.16545818845011134,-0.4798886633536913,54.666666666666664,53.333333333333336,1.9966295333333335,0.6736345666666667,3.0,0.3333333333333333,8.0,18.0,392.6666666666667,366.6666666666667,22.333333333333332,11.333333333333334,7.333333333333333,3.6666666666666665,4.722936507936509,4.649275362318842,7.027783004890369,6.913128035447007
121,12657497,2024-12-13,PSM Makassar,PSS Sleman,0.20488521614782534,-0.17314563990801018,40.666666666666664,40.0,1.2907853333333332,1.5846562666666666,2.0,3.3333333333333335,14.666666666666666,15.0,240.33333333333334,278.3333333333333,14.0,11.0,4.666666666666667,4.333333333333333,4.839130434782608,4.7807503607503605,6.914263960664219,7.044450462918736
122,12657495,2024-12-13,Persib Bandung,Malut United FC,0.46136328140350125,0.09635459196094379,50.666666666666664,39.666666666666664,1.428407,2.5987390000000006,2.0,2.6666666666666665,16.0,17.666666666666668,428.0,311.0,24.333333333333332,22.333333333333332,5.333333333333333,5.333333333333333,4.880961791831357,4.655072463768117,7.152033242804271,7.077683364172194
123,12657494,2024-12-14,Borneo FC Samarinda,Madura United FC,0.190994149358344,-0.5433301175438346,63.666666666666664,53.333333333333336,1.5734386666666669,0.6739806666666666,2.0,0.3333333333333333,11.0,17.333333333333332,456.3333333333333,376.3333333333333,21.666666666666668,17.0,7.0,4.333333333333333,4.827463768115943,4.418840579710145,7.173564076520132,6.694057029111371
124,12657493,2024-12-15,Semen Padang FC,Persebaya Surabaya,-0.42531228535174836,0.5088766209420539,41.0,46.0,1.5129553333333332,0.8647043333333334,0.6666666666666666,1.6666666666666667,13.666666666666666,17.666666666666668,280.0,333.3333333333333,14.666666666666666,20.0,3.6666666666666665,4.666666666666667,4.324775707384403,5.22094276094276,6.559587071806585,6.9790552731670985
125,12657489,2024-12-15,Bali United FC,Persija Jakarta,0.11202149058750915,0.2710680095940926,45.666666666666664,51.666666666666664,1.6858588,1.2365743333333332,3.6666666666666665,2.0,10.666666666666666,16.333333333333332,272.6666666666667,396.6666666666667,11.333333333333334,15.666666666666666,7.333333333333333,5.0,4.498550724637682,4.955731225296442,6.933937407419019,6.9701445500076815
126,12657492,2024-12-16,Persik Kediri,Arema FC,-0.19261182334130533,0.18174160449209426,56.0,50.666666666666664,1.4291132333333334,1.9648363,0.6666666666666666,3.3333333333333335,11.666666666666666,12.666666666666666,423.6666666666667,305.6666666666667,20.333333333333332,13.333333333333334,5.333333333333333,5.333333333333333,4.686956521739131,4.62608695652174,6.976663297332842,6.841940681254203
127,12657490,2024-12-16,Persita Tangerang,Dewa United FC,0.22142723622936375,0.1112158355809711,54.0,46.333333333333336,0.7036503333333334,1.9551420666666666,1.6666666666666667,4.666666666666667,18.333333333333332,11.666666666666666,377.3333333333333,331.6666666666667,10.333333333333334,12.333333333333334,2.6666666666666665,3.3333333333333335,4.719169960474309,4.967965367965368,6.918865783339467,6.9776015627134385
128,12657488,2024-12-16,Persis Solo,PSBS Biak,-0.5584590651715957,0.02851760842765995,53.0,46.0,1.5058809666666668,1.3266660000000001,1.6666666666666667,2.6666666666666665,15.0,17.666666666666668,381.6666666666667,332.0,17.666666666666668,18.333333333333332,6.333333333333333,5.0,4.676811594202898,5.30170426065163,6.9288078900191366,6.9733899141915545
129,12657491,2024-12-17,Malut United FC,PSM Makassar,0.005940829593810572,0.1675133624181967,43.333333333333336,49.0,1.3822131666666666,1.3180233333333333,2.6666666666666665,2.0,12.0,13.666666666666666,307.6666666666667,271.6666666666667,17.333333333333332,16.666666666666668,6.0,6.0,4.457971014492754,4.559420289855072,7.068457423825425,6.896726789950175
130,12657487,2024-12-17,PSS Sleman,PSIS Semarang,-0.13577378617838154,-0.06996040292331371,53.0,39.0,1.790052,0.9191265,1.3333333333333333,0.5,12.333333333333334,12.5,316.0,234.5,15.666666666666666,10.5,8.0,4.0,4.724982746721878,4.5772946859903385,6.772785031130109,6.912357089639732
131,12657485,2024-12-18,PS Barito Putera,Persib Bandung,-0.4256463104845511,0.5517770437706345,54.0,48.666666666666664,1.287824333333333,0.9053573666666667,0.3333333333333333,3.3333333333333335,13.0,12.666666666666666,404.6666666666667,344.3333333333333,16.333333333333332,16.0,7.0,3.0,4.465217391304347,4.8745310245310245,6.649336900151678,6.980136466032431
132,12657486,2024-12-20,Madura United FC,Bali United FC,-0.6694849634467976,0.21242596307583667,60.666666666666664,52.333333333333336,0.658222,1.6231411,1.6666666666666667,0.3333333333333333,11.333333333333334,10.333333333333334,357.6666666666667,298.0,22.333333333333332,22.666666666666668,5.333333333333333,5.333333333333333,4.446376811594202,4.527536231884057,6.705346950589006,6.816838516790061
133,12657483,2024-12-20,Persebaya Surabaya,Borneo FC Samarinda,0.44229657502300673,0.3171489952613069,39.666666666666664,67.66666666666667,2.3498316666666668,1.5778468666666665,4.0,0.6666666666666666,12.666666666666666,9.333333333333334,215.33333333333334,521.0,17.0,20.0,3.6666666666666665,7.333333333333333,5.102539682539683,4.711857707509881,6.967007262444317,7.049450179498915
134,12657484,2024-12-21,Persik Kediri,Semen Padang FC,-0.1053047552491646,-0.35873223943270127,55.0,39.0,1.7513513333333333,0.5703323333333333,1.0,1.3333333333333333,10.666666666666666,14.666666666666666,358.3333333333333,281.6666666666667,22.0,18.666666666666668,6.333333333333333,3.6666666666666665,4.740579710144928,4.824629629629629,7.04789164381371,6.894506618150076
135,12657482,2024-12-21,Arema FC,PSBS Biak,0.09443453639995351,-0.01704940077981172,49.333333333333336,51.333333333333336,1.9936939999999996,1.6858046666666666,2.6666666666666665,3.0,19.0,13.0,343.0,383.0,20.333333333333332,16.666666666666668,4.666666666666667,4.333333333333333,4.700897170462388,5.345037593984963,7.00376061438842,6.998760928686927
136,12657481,2024-12-21,Persija Jakarta,PSS Sleman,0.17066353710576515,-0.05906977347086109,43.0,48.0,1.7282483333333338,1.7010236666666667,4.0,2.3333333333333335,14.333333333333334,13.333333333333334,340.6666666666667,348.0,8.666666666666666,15.0,3.6666666666666665,8.333333333333334,4.692028985507245,5.1828389154704935,6.901912598892063,7.067240820798812
137,12657478,2024-12-21,Dewa United FC,Persis Solo,0.23678928933633944,-0.512892055964124,56.666666666666664,50.666666666666664,1.8949953000000004,1.1342348,2.3333333333333335,0.0,8.333333333333334,11.0,427.6666666666667,363.6666666666667,16.666666666666668,17.0,6.666666666666667,4.0,4.339682539682541,4.831457431457433,7.0643601319542215,6.747136852189073
140,12657479,2024-12-22,PSIS Semarang,Malut United FC,-0.14666441563083416,0.016367751823291418,52.0,42.333333333333336,0.8910294333333333,2.4078120000000003,1.0,2.3333333333333335,16.333333333333332,19.0,363.6666666666667,321.0,14.333333333333334,18.666666666666668,7.0,6.0,4.9148785996612085,4.666666666666667,6.996343975218306,7.059700983979287
138,12657480,2024-12-22,PSM Makassar,PS Barito Putera,0.15708644018871587,-0.43203736754315025,40.0,48.0,1.3622026666666667,0.7273842333333334,1.3333333333333333,0.3333333333333333,16.666666666666668,16.333333333333332,250.33333333333334,357.6666666666667,12.666666666666666,14.0,5.666666666666667,4.666666666666667,4.707246376811595,4.673913043478262,6.853791632015278,6.940640033844318
139,12657477,2024-12-22,Persib Bandung,Persita Tangerang,0.5581681008292336,0.09585378247399541,50.666666666666664,48.333333333333336,1.556554,1.4117714333333333,2.3333333333333335,2.6666666666666665,13.333333333333334,16.0,402.6666666666667,367.3333333333333,22.666666666666668,12.0,7.666666666666667,2.6666666666666665,4.999005270092227,4.646969696969698,7.128274090177555,6.948475872429185
141,12657476,2024-12-27,Semen Padang FC,Arema FC,-0.45378627349259193,0.16111176337599087,42.333333333333336,48.666666666666664,1.6491153333333333,1.1410273,0.6666666666666666,2.0,16.666666666666668,16.0,284.0,258.3333333333333,16.0,13.333333333333334,4.666666666666667,3.6666666666666665,4.30277307233829,4.539393939393939,6.928162635965492,6.732272075578194
142,12657475,2024-12-27,Borneo FC Samarinda,Persik Kediri,0.2591601000930416,-0.010250721189273983,61.666666666666664,55.333333333333336,1.8151086666666665,0.8977120333333334,3.0,1.3333333333333333,12.666666666666666,22.0,444.0,379.3333333333333,17.0,21.0,6.0,4.0,4.937081686429514,4.359354413702241,7.199765482698306,6.797247146783228
143,12657474,2024-12-27,PSS Sleman,Madura United FC,-0.15273577334367588,-0.5752617950987937,52.666666666666664,50.666666666666664,1.3311286333333332,1.1988649999999998,1.6666666666666667,0.3333333333333333,13.333333333333334,17.0,338.6666666666667,410.6666666666667,15.666666666666666,19.333333333333332,6.666666666666667,4.333333333333333,4.9043478260869575,4.58695652173913,6.807644177490268,6.668010825669612
144,12657472,2024-12-28,Malut United FC,Persija Jakarta,0.11352245009699369,0.2643295369785799,49.666666666666664,54.333333333333336,1.356248,0.9204306666666667,3.3333333333333335,1.6666666666666667,15.0,13.666666666666666,322.6666666666667,392.6666666666667,16.666666666666668,14.666666666666666,6.0,5.666666666666667,4.520289855072464,4.887549407114624,7.015224583949089,6.839294253808121
145,12657473,2024-12-28,PSBS Biak,Dewa United FC,-0.08372662775584906,0.315334800427537,53.333333333333336,46.666666666666664,1.1694777333333335,1.8404664000000002,2.0,3.0,11.0,12.333333333333334,401.0,346.6666666666667,21.333333333333332,12.666666666666666,6.666666666666667,4.666666666666667,4.4449275362318845,4.813203463203464,6.874400674906767,7.0332335208011925
146,12657471,2024-12-28,Bali United FC,Persebaya Surabaya,0.11820279472783272,0.5002854701912721,43.666666666666664,47.0,1.4870778,1.2008903333333334,3.6666666666666665,1.6666666666666667,10.0,18.666666666666668,243.66666666666666,303.3333333333333,17.666666666666668,21.0,7.333333333333333,5.0,4.711594202898551,5.286455026455027,6.976580535215812,7.167052177608814
147,12657468,2024-12-29,Persita Tangerang,PSM Makassar,0.006377958858049523,0.19533308519233522,51.666666666666664,52.333333333333336,0.7249636666666667,1.4978733333333334,1.6666666666666667,2.6666666666666665,17.333333333333332,14.0,393.3333333333333,306.0,8.0,18.0,3.3333333333333335,6.0,4.6814888010540185,4.269565217391304,6.842416449152975,6.862922386092401
148,12657470,2024-12-29,Persis Solo,Persib Bandung,-0.5914375670553216,0.6476439244451795,50.0,46.333333333333336,0.9066630666666665,1.1974423666666667,0.6666666666666666,3.0,15.666666666666666,15.0,353.0,326.0,19.333333333333332,12.666666666666666,6.0,4.0,4.495652173913044,4.69025974025974,6.864409811127711,6.968113489605589
149,12657469,2024-12-29,PS Barito Putera,PSIS Semarang,-0.47028401254676966,-0.24381911390453642,56.333333333333336,39.333333333333336,0.8990762999999998,0.8868166666666667,0.3333333333333333,1.0,12.666666666666666,13.666666666666666,425.3333333333333,252.66666666666666,18.0,11.0,6.0,4.666666666666667,4.272463768115942,4.897143825747945,6.666817640429168,6.809944984075442
150,13184021,2025-01-07,Bali United FC,Persib Bandung,0.22205849659472338,0.6398466018114677,45.333333333333336,49.666666666666664,1.3295953333333335,1.4954323666666667,3.0,3.0,9.0,13.666666666666666,247.33333333333334,311.6666666666667,18.666666666666668,13.0,7.0,5.666666666666667,4.682608695652174,4.540918501788067,6.926268548352101,6.970718395009321
152,12657467,2025-01-10,Malut United FC,Madura United FC,0.04312926642835951,-0.6960610580019886,54.333333333333336,56.0,0.8805501666666666,1.1738243333333331,1.3333333333333333,0.0,12.0,17.333333333333332,342.0,410.6666666666667,22.333333333333332,18.0,8.0,3.3333333333333335,4.453623188405797,4.576811594202899,6.868392603031006,6.645719828982831
151,12657465,2025-01-10,PS Barito Putera,Persija Jakarta,-0.4418174920785743,0.3347227206472141,58.0,51.333333333333336,1.066880833333333,0.42732333333333333,0.3333333333333333,1.6666666666666667,11.0,11.666666666666666,464.6666666666667,381.6666666666667,15.333333333333334,11.333333333333334,4.0,5.333333333333333,4.199999999999999,4.866337285902502,6.726885674452537,6.836673837620453
155,12657463,2025-01-11,Dewa United FC,Arema FC,0.20889628454084652,0.1992248660959303,59.666666666666664,53.0,2.086338,1.1638286333333332,2.6666666666666665,1.3333333333333333,10.333333333333334,16.0,494.6666666666667,286.0,16.666666666666668,15.666666666666666,6.333333333333333,3.0,4.515656565656566,4.6335309617918305,7.101050460920426,6.764283407022954
154,12657464,2025-01-11,PSS Sleman,Persebaya Surabaya,-0.03193651044048096,0.3964297683243815,46.333333333333336,50.333333333333336,1.5820529666666665,1.1999376333333334,4.0,1.0,13.0,13.0,288.3333333333333,289.3333333333333,15.333333333333334,23.333333333333332,5.0,7.0,4.982608695652175,4.9846031746031745,6.967020693521044,6.997394057950696
153,12657466,2025-01-11,PSBS Biak,Persib Bandung,0.022711888130841414,0.6166803985021643,49.666666666666664,51.333333333333336,1.3883109000000002,1.4281984,2.3333333333333335,2.3333333333333335,15.333333333333334,14.666666666666666,398.0,321.6666666666667,24.0,10.0,5.0,6.333333333333333,4.662318840579712,4.458537549407114,6.896195344834449,6.920854651785565
