match_id,match_date,team_home_id,homeTeam_name,team_away_id,awayTeam_name,home_goals,away_goals,match_id_1,possession_home,possession_away,passes_home,passes_away,accuratePasses_home,accuratePasses_away,dribblesPct_home,dribblesPct_away,duelWonPct_home,duelWonPct_away,interceptions_home,interceptions_away,blocks_home,blocks_away,clearances_home,clearances_away,xG_home,xG_away,corners_home,corners_away,fouls_home,fouls_away,offsides_home,offsides_away,shotmap_xg_home,shotmap_xg_away,match_id_2,avg_rating_home,weighted_rating_home,xG_from_players_home,goal_contrib_home,avg_rating_away,weighted_rating_away,xG_from_players_away,goal_contrib_away,match_id_3,accurate_pass_home,key_pass_home,goals_home,assists_home,xG_home_summary,xA_home,total_pass_home,total_cross_home,defensive_actions_home,accurate_cross_home,accurate_keeper_sweeper_home,accurate_long_balls_home,aerial_duel_home,aerial_lost_home,aerial_won_home,blocked_home,challenge_won_home,contest_won_home,dispossessed_home,error_lead_to_a_shot_home,shots_on_target_home,shots_off_target_home,avg_rating_home_summary,duel_won_home,duel_lost_home,total_tackle_home,total_clearance_home,interceptions_home_summary,minutes_played_home,accurate_pass_away,key_pass_away,goals_away,assists_away,xG_away_summary,xA_away,total_pass_away,total_cross_away,defensive_actions_away,accurate_cross_away,accurate_keeper_sweeper_away,accurate_long_balls_away,aerial_duel_away,aerial_lost_away,aerial_won_away,blocked_away,challenge_won_away,contest_won_away,dispossessed_away,error_lead_to_a_shot_away,shots_on_target_away,shots_off_target_away,avg_rating_away_summary,duel_won_away,duel_lost_away,total_tackle_away,total_clearance_away,interceptions_away_summary,minutes_played_away,result
12654051,2025-03-02,189945,Borneo FC Samarinda,200020,Persis Solo,0.0,1.0,12654051,63.0,37.0,431.0,224.0,346.0,171.0,19.0,12.0,42.0,32.0,8.0,13.0,2.0,2.0,13.0,28.0,1.51,0.91,7.0,3.0,18.0,11.0,1.0,1.0,1.5068532,0.90915000000000012,12654051,4.8304347826086955,7.0741054613935965,1.5000000000000002,0,5.0454545454545441,7.00244131455399,0.92,1,12654051,345,8,0,0,1.5000000000000002,0.52,430,30,24,14,0,24,22,12,10,2,7,18,2,2,4,7,4.8304347826086955,48,66,3,13,8,1062,171,7,1,0,0.92,0.73,224,9,44,3,0,19,24,14,10,2,15,12,2,2,6,1,5.0454545454545441,39,81,3,28,13,1065,A
12654055,2025-03-02,86578,Madura United FC,135864,PSM Makassar,1.0,3.0,12654055,53.0,47.0,414.0,326.0,344.0,253.0,25.0,12.0,42.0,32.0,18.0,15.0,4.0,0.0,9.0,15.0,1.24,1.79,3.0,4.0,5.0,12.0,0.0,0.0,1.237636,1.79001,12654055,4.41304347826087,6.7212355212355224,1.24,2,4.5434782608695654,7.04415458937198,1.7800000000000002,5,12654055,343,12,1,1,1.24,0.63,413,13,32,3,0,30,25,13,12,0,7,25,8,1,5,6,4.41304347826087,69,92,5,9,18,1036,253,8,3,2,1.7800000000000002,1.03,326,9,33,3,0,28,25,14,11,4,18,12,10,3,4,4,4.5434782608695654,53,109,3,15,15,1035,A
12654046,2025-03-01,135866,Persik Kediri,383891,Dewa United FC,1.0,2.0,12654046,59.0,41.0,444.0,375.0,389.0,317.0,26.0,8.0,44.0,31.0,14.0,20.0,10.0,1.0,6.0,19.0,0.85,0.62,6.0,5.0,8.0,14.0,1.0,1.0,0.85316920000000007,0.62410999999999994,12654046,4.7695652173913041,6.9005842259006815,0.85000000000000009,2,5.1349999999999989,6.9158560311284045,0.63000000000000012,4,12654046,389,9,1,1,0.85000000000000009,0.37,444,17,26,2,0,20,9,6,3,1,4,25,7,2,3,3,4.7695652173913041,64,80,6,6,14,1027,317,10,2,2,0.63000000000000012,0.63,375,5,42,2,0,24,8,4,4,9,15,6,7,2,3,2,5.1349999999999989,34,75,3,19,20,1028,A
12654054,2025-03-01,76319,Persebaya Surabaya,64289,Persib Bandung,4.0,1.0,12654054,45.0,55.0,288.0,370.0,229.0,307.0,17.0,20.0,41.0,37.0,14.0,14.0,7.0,3.0,19.0,22.0,1.45,0.67,7.0,6.0,7.0,7.0,0.0,2.0,1.4515711999999998,0.673279,12654054,4.595,7.079296875,1.4300000000000002,5,4.7545454545454549,6.5969523809523816,0.68,2,12654054,229,7,3,2,1.4300000000000002,0.54,288,20,44,5,0,16,34,16,18,3,14,17,7,0,6,4,4.595,62,87,11,19,14,1024,307,8,1,1,0.68,0.62,370,18,39,6,0,25,37,18,19,7,14,20,9,1,5,0,4.7545454545454549,55,91,3,22,14,1050,H
12654056,2025-03-01,86066,Semen Padang FC,266861,PSBS Biak,1.0,1.0,12654056,41.0,59.0,265.0,383.0,210.0,327.0,10.0,13.0,32.0,46.0,9.0,10.0,5.0,3.0,18.0,6.0,1.4,1.62,5.0,1.0,15.0,12.0,1.0,1.0,1.3954350999999998,1.615962,12654056,4.5,6.8012707722385146,1.38,2,5.1476190476190462,6.7830357142857132,1.61,1,12654056,209,9,1,1,1.38,1.01,264,13,34,5,0,25,31,19,12,3,13,10,9,2,3,6,4.5,48,100,7,18,9,1023,325,10,1,0,1.61,0.93999999999999984,381,16,19,7,0,32,28,12,16,5,8,12,7,3,4,9,5.1476190476190462,63,72,3,6,10,1008,D
12654050,2025-02-24,47465,Arema FC,189471,PSIS Semarang,2.0,2.0,12654050,48.0,52.0,300.0,355.0,220.0,273.0,21.0,16.0,41.0,31.0,24.0,12.0,2.0,3.0,23.0,13.0,1.69,1.64,8.0,3.0,12.0,15.0,2.0,1.0,1.69089,1.640535,12654050,3.6695652173913045,7.0449853943524827,1.6900000000000002,3,4.9555555555555557,6.90655105973025,1.6500000000000001,2,12654050,220,11,2,1,1.6900000000000002,0.8600000000000001,300,17,51,8,0,30,43,23,20,2,9,21,6,6,6,4,3.6695652173913045,77,110,4,23,24,1027,272,8,2,0,1.6500000000000001,0.35,354,12,28,2,0,40,42,23,19,3,19,16,13,2,7,5,4.9555555555555557,59,128,4,12,12,1038,D
12654044,2025-02-24,86542,PS Barito Putera,64299,Bali United FC,3.0,1.0,12654044,48.0,52.0,273.0,308.0,206.0,239.0,13.0,18.0,34.0,41.0,29.0,19.0,3.0,5.0,17.0,14.0,0.88,1.47,2.0,1.0,16.0,4.0,0.0,2.0,0.877567,1.4657117999999998,12654044,4.5956521739130425,6.6634741784037566,0.88000000000000012,3,4.3565217391304349,6.6705714285714288,1.46,1,12654044,206,5,2,1,0.88000000000000012,0.71,273,15,49,4,0,30,42,26,16,2,16,13,6,9,2,1,4.5956521739130425,58,111,3,17,29,1065,239,7,1,0,1.46,0.21000000000000002,308,18,34,5,0,23,41,18,23,6,12,16,7,2,2,9,4.3565217391304349,69,96,1,14,19,1050,H
12654048,2025-02-23,135864,PSM Makassar,64295,Persija Jakarta,1.0,0.0,12654048,47.0,53.0,304.0,474.0,235.0,390.0,12.0,18.0,36.0,43.0,15.0,18.0,0.0,4.0,22.0,14.0,1.11,0.23,8.0,2.0,11.0,5.0,0.0,1.0,1.1059800000000002,0.22860000000000003,12654048,4.2913043478260873,7.1482960077896784,1.11,2,4.89090909090909,6.7382857142857135,0.23,0,12654048,235,10,1,1,1.11,1.1099999999999999,304,18,41,4,0,21,21,8,13,4,12,12,9,1,2,7,4.2913043478260873,48,83,4,22,15,1027,390,4,0,0,0.23,0.13,474,17,36,4,0,30,20,12,8,0,6,15,7,0,1,1,4.89090909090909,50,66,4,14,18,1050,H
12657421,2025-02-23,491968,Malut United FC,204733,PSS Sleman,1.0,0.0,12657421,50.0,50.0,347.0,384.0,291.0,317.0,14.0,13.0,35.0,39.0,6.0,16.0,2.0,2.0,14.0,12.0,0.9,0.85,5.0,2.0,14.0,6.0,5.0,1.0,0.897823,0.849607,12657421,5.1304347826086953,7.0239109390125849,0.89999999999999991,2,5.905263157894737,6.6488867376573078,0.84,0,12657421,291,11,1,1,0.89999999999999991,0.77,347,14,21,6,0,28,27,17,10,2,9,14,5,0,5,5,5.1304347826086953,46,84,1,14,6,1033,317,5,0,0,0.84,0.85,383,12,29,2,0,16,26,13,13,1,11,13,6,5,2,1,5.905263157894737,51,78,1,12,16,1033,H
12654049,2025-02-22,86576,Persita Tangerang,189945,Borneo FC Samarinda,1.0,2.0,12654049,48.0,52.0,343.0,403.0,279.0,336.0,16.0,12.0,39.0,35.0,7.0,8.0,6.0,1.0,13.0,11.0,1.24,1.69,7.0,2.0,10.0,19.0,0.0,3.0,1.238562,1.6867210000000001,12654049,4.6217391304347828,6.6769598470363292,1.25,1,4.7391304347826093,6.8724637681159422,1.69,2,12654049,279,7,1,0,1.25,0.93000000000000016,343,18,25,6,0,24,26,13,13,1,8,15,11,3,3,4,4.6217391304347828,63,95,5,13,7,1046,336,7,2,0,1.69,0.69,403,9,20,2,0,17,35,18,17,6,3,11,7,3,6,3,4.7391304347826093,59,106,1,11,8,1035,A
12654053,2025-02-22,64289,Persib Bandung,86578,Madura United FC,0.0,0.0,12654053,57.0,43.0,419.0,328.0,349.0,272.0,12.0,14.0,38.0,35.0,8.0,17.0,1.0,2.0,8.0,15.0,1.53,0.24,9.0,0.0,11.0,9.0,0.0,0.0,1.5312092000000002,0.24495,12654053,3.6913043478260876,7.072011952191235,1.5299999999999998,0,4.4086956521739129,6.7821185617103987,0.25,0,12654053,349,8,0,0,1.5299999999999998,0.52,419,28,21,9,0,23,41,25,16,2,6,10,4,0,2,8,3.6913043478260876,58,92,5,8,8,1004,272,3,0,0,0.25,0.19,328,7,36,1,0,15,35,19,16,1,6,13,8,3,2,2,4.4086956521739129,53,98,4,15,17,1029,D
12654042,2025-02-21,200020,Persis Solo,86066,Semen Padang FC,1.0,1.0,12654042,60.0,40.0,416.0,275.0,343.0,203.0,16.0,12.0,34.0,34.0,14.0,11.0,7.0,1.0,11.0,30.0,1.43,0.48,10.0,1.0,4.0,18.0,2.0,5.0,1.4294160000000002,0.475896,12654042,4.0347826086956511,7.1118627450980387,1.4199999999999997,2,5.0950000000000006,6.8539823008849554,0.47000000000000008,2,12654042,343,17,1,1,1.4199999999999997,1.3299999999999998,416,22,29,12,0,28,32,22,10,2,8,15,10,0,7,7,4.0347826086956511,51,96,4,11,14,1020,203,5,1,1,0.47000000000000008,0.35,275,13,48,2,0,27,33,17,16,6,10,11,5,4,5,1,5.0950000000000006,51,98,7,30,11,1017,D
12654043,2025-02-21,266861,PSBS Biak,135866,Persik Kediri,1.0,1.0,12654043,49.0,51.0,339.0,375.0,271.0,310.0,27.0,17.0,45.0,35.0,20.0,24.0,2.0,7.0,8.0,32.0,2.83,0.7,7.0,4.0,11.0,13.0,0.0,1.0,2.8292051,0.69714900000000013,12654043,4.5956521739130434,7.0683187560738592,2.82,2,5.01818181818182,6.9799807507218485,0.7,2,12654043,271,16,1,1,2.82,1.88,339,34,28,14,0,40,30,14,16,7,9,26,4,10,9,10,4.5956521739130434,69,83,0,8,20,1029,310,10,1,1,0.7,0.6,375,8,63,3,0,14,30,19,11,2,23,17,8,3,2,6,5.01818181818182,55,102,7,32,24,1039,D
12654047,2025-02-21,383891,Dewa United FC,76319,Persebaya Surabaya,2.0,0.0,12654047,59.0,41.0,630.0,364.0,568.0,307.0,18.0,22.0,42.0,35.0,9.0,16.0,3.0,3.0,13.0,8.0,1.4,1.44,5.0,5.0,6.0,13.0,1.0,2.0,1.40334,1.443904,12654047,5.3500000000000005,7.23415112855741,1.4000000000000001,4,5.0649999999999995,6.7939782823297126,1.44,0,12654047,568,10,2,2,1.4000000000000001,1.08,630,6,23,1,0,22,16,6,10,3,9,15,7,2,6,3,5.3500000000000005,56,75,1,13,9,1019,305,8,0,0,1.44,1.2300000000000002,362,14,30,8,0,30,21,12,9,2,13,20,4,0,5,4,5.0649999999999995,49,90,6,8,16,1013,H
12654041,2025-02-17,47465,Arema FC,204733,PSS Sleman,6.0,2.0,12654041,59.0,41.0,338.0,207.0,275.0,141.0,23.0,17.0,39.0,37.0,8.0,15.0,6.0,1.0,16.0,23.0,3.56,0.94,7.0,4.0,18.0,12.0,0.0,3.0,3.558962,0.9422600000000001,12654041,5.0260869565217412,7.346111111111111,3.5700000000000003,7,4.8666666666666663,6.4228440366972483,0.94000000000000006,3,12654041,275,15,6,1,3.5700000000000003,0.9,338,13,28,4,0,24,28,10,18,2,4,19,5,0,10,6,5.0260869565217412,57,87,4,16,8,1080,138,6,2,1,0.94000000000000006,0.91,203,15,41,5,0,23,25,15,10,5,13,17,2,5,2,3,4.8666666666666663,52,88,3,23,15,1090,H
12654045,2025-02-17,64299,Bali United FC,491968,Malut United FC,1.0,1.0,12654045,59.0,41.0,381.0,218.0,324.0,179.0,20.0,15.0,45.0,34.0,12.0,14.0,4.0,1.0,14.0,19.0,0.46,0.59,4.0,4.0,13.0,14.0,1.0,0.0,0.455781,0.5877371,12654045,4.0318181818181813,6.7853146853146846,0.45,2,4.7391304347826084,6.8662674650698605,0.59000000000000008,1,12654045,322,7,1,1,0.45,0.13,379,15,28,2,0,25,18,6,12,1,13,18,4,3,1,4,4.0318181818181813,55,67,2,14,12,1001,179,6,1,0,0.59000000000000008,0.42000000000000004,218,6,39,1,0,25,17,12,5,4,14,15,4,0,3,6,4.7391304347826084,39,74,6,19,14,1002,D
12654037,2025-02-16,64295,Persija Jakarta,64289,Persib Bandung,2.0,2.0,12654037,52.0,48.0,334.0,304.0,275.0,254.0,15.0,20.0,34.0,44.0,13.0,10.0,4.0,3.0,4.0,15.0,1.17,0.76,5.0,6.0,11.0,9.0,0.0,2.0,1.1687980000000002,0.75749600000000006,12654037,5.1190476190476186,6.7665722379603395,1.1700000000000002,3,4.9272727272727268,6.853422053231939,0.77,3,12654037,275,7,2,1,1.1700000000000002,0.22000000000000003,334,21,19,10,0,18,23,12,11,2,15,14,7,0,3,3,5.1190476190476186,42,79,2,4,13,1059,254,5,2,1,0.77,0.12000000000000001,304,20,28,7,0,20,22,12,10,5,10,18,5,2,3,2,4.9272727272727268,55,69,3,15,10,1052,D
12654035,2025-02-16,189945,Borneo FC Samarinda,86542,PS Barito Putera,2.0,1.0,12654035,57.0,43.0,387.0,250.0,326.0,203.0,10.0,11.0,33.0,30.0,10.0,12.0,4.0,2.0,6.0,26.0,1.71,0.81,7.0,2.0,17.0,14.0,0.0,2.0,1.707482,0.8067791,12654035,4.3863636363636367,6.9414728682170539,1.7100000000000002,2,4.3347826086956527,6.6181646168401143,0.79999999999999993,2,12654035,325,7,2,0,1.7100000000000002,0.45999999999999996,386,13,22,4,0,20,32,19,13,2,6,7,3,1,4,4,4.3863636363636367,44,89,6,6,10,1032,203,5,1,1,0.79999999999999993,0.67,250,11,48,3,0,18,29,18,11,4,10,11,8,2,1,7,4.3347826086956527,43,96,10,26,12,1057,H
12654040,2025-02-16,189471,PSIS Semarang,135864,PSM Makassar,1.0,1.0,12654040,46.0,54.0,268.0,340.0,212.0,257.0,15.0,21.0,38.0,38.0,11.0,22.0,1.0,3.0,23.0,10.0,0.57,2.1,2.0,12.0,13.0,12.0,1.0,3.0,0.571013,2.09658,12654040,4.4608695652173909,6.8514975845410619,0.57,2,4.9047619047619051,6.8935922330097084,2.0999999999999992,1,12654040,212,6,1,1,0.57,0.37,268,3,38,0,0,19,26,8,18,3,13,15,1,0,2,3,4.4608695652173909,47,76,4,23,11,1035,257,6,1,0,2.0999999999999992,0.52,340,27,33,4,0,22,22,18,4,1,13,21,2,2,5,5,4.9047619047619051,46,75,1,10,22,1030,D
12654036,2025-02-15,86578,Madura United FC,383891,Dewa United FC,3.0,1.0,12654036,37.0,63.0,226.0,442.0,179.0,383.0,9.0,11.0,38.0,40.0,16.0,11.0,0.0,3.0,21.0,3.0,0.46,1.44,0.0,7.0,8.0,14.0,4.0,1.0,0.45752,1.441306,12654036,3.8913043478260874,6.9317540322580644,0.45,5,4.7333333333333343,6.6811594202898554,1.4500000000000002,1,12654036,179,6,3,2,0.45,0.36,226,1,40,0,0,26,18,8,10,3,8,9,2,2,4,0,3.8913043478260874,43,69,3,21,16,992,383,5,1,0,1.4500000000000002,0.30000000000000004,442,19,14,5,0,15,17,12,5,0,8,8,1,0,4,2,4.7333333333333343,37,55,0,3,11,966,H
12654027,2025-02-15,76319,Persebaya Surabaya,266861,PSBS Biak,1.0,0.0,12654027,51.0,49.0,345.0,340.0,280.0,274.0,23.0,17.0,38.0,36.0,15.0,11.0,0.0,0.0,10.0,14.0,0.56,1.18,4.0,1.0,10.0,15.0,1.0,1.0,0.556136,1.17719,12654027,4.52,7.0096837944664037,0.55,2,5.3950000000000005,6.7686653771760144,1.18,0,12654027,280,6,1,1,0.55,0.45,345,8,30,3,0,19,24,14,10,0,16,23,3,3,5,4,4.52,55,87,5,10,15,1012,274,7,0,0,1.18,0.78999999999999992,340,20,31,8,0,27,23,10,13,0,18,17,4,2,2,8,5.3950000000000005,51,89,6,14,11,1034,H
12657422,2025-02-14,86066,Semen Padang FC,86576,Persita Tangerang,2.0,0.0,12657422,46.0,54.0,306.0,370.0,246.0,308.0,2.0,11.0,27.0,37.0,13.0,14.0,4.0,0.0,19.0,13.0,0.73,1.17,2.0,3.0,12.0,20.0,0.0,1.0,0.72620999999999991,1.1689580000000002,12657422,4.2434782608695647,7.0345057034220533,0.73000000000000009,2,4.6260869565217391,6.6529197080291977,1.1800000000000002,0,12657422,246,8,2,0,0.73000000000000009,0.49,306,7,34,2,0,21,45,30,15,0,6,1,5,3,4,6,4.2434782608695647,34,90,2,19,13,1052,306,3,0,0,1.1800000000000002,0.22,368,11,30,3,0,33,46,22,24,4,1,11,3,3,5,3,4.6260869565217391,50,85,3,13,14,1096,H
12654032,2025-02-14,135866,Persik Kediri,200020,Persis Solo,0.0,0.0,12654032,42.0,58.0,124.0,263.0,88.0,212.0,10.0,13.0,33.0,52.0,10.0,5.0,1.0,8.0,19.0,19.0,1.47,1.02,5.0,3.0,10.0,19.0,1.0,0.0,1.4684400000000002,1.015387,12654032,4.6086956521739122,6.9055443548387094,1.4600000000000002,0,4.8045454545454565,6.6537205081669688,1.01,0,12654032,88,5,0,0,1.4600000000000002,0.59,124,6,35,1,0,14,18,12,6,8,10,10,3,2,1,6,4.6086956521739122,30,59,6,19,10,992,212,9,0,0,1.01,0.6100000000000001,263,19,26,6,0,8,17,5,12,1,4,13,2,0,2,4,4.8045454545454565,45,41,2,19,5,1102,D
12808504,2025-02-10,47465,Arema FC,135864,PSM Makassar,1.0,1.0,12808504,55.0,45.0,486.0,355.0,415.0,275.0,12.0,16.0,37.0,43.0,24.0,18.0,2.0,2.0,15.0,21.0,1.78,0.37,3.0,2.0,9.0,6.0,1.0,0.0,1.776486,0.372965,12808504,4.3086956521739133,7.0968992248062008,1.77,2,4.7956521739130418,6.9862298195631523,0.37,2,12808504,415,10,1,1,1.77,1.02,486,21,46,7,0,28,38,12,26,2,7,8,8,0,7,3,4.3086956521739133,50,82,7,15,24,1032,275,6,1,1,0.37,0.29000000000000004,354,20,42,6,0,37,38,25,13,2,11,15,3,4,1,5,4.7956521739130418,61,79,3,21,18,1053,D
12657424,2025-02-10,491968,Malut United FC,189945,Borneo FC Samarinda,3.0,0.0,12657424,41.0,59.0,274.0,430.0,225.0,360.0,11.0,13.0,33.0,39.0,13.0,14.0,3.0,4.0,25.0,7.0,1.81,1.35,3.0,12.0,16.0,8.0,2.0,1.0,1.809707,1.3459155999999999,12657424,4.9043478260869557,7.1631232361241777,1.8100000000000003,3,4.9904761904761905,6.6531573986804906,1.3500000000000003,0,12657424,225,9,3,0,1.8100000000000003,0.2,274,7,41,1,0,16,25,14,11,4,8,8,5,2,5,5,4.9043478260869557,40,80,3,25,13,1063,360,8,0,0,1.3500000000000003,0.82000000000000006,430,19,24,6,0,26,28,18,10,3,7,12,5,4,4,4,4.9904761904761905,55,84,3,7,14,1061,H
12657426,2025-02-09,204733,PSS Sleman,64299,Bali United FC,1.0,2.0,12657426,59.0,41.0,397.0,309.0,331.0,230.0,16.0,11.0,42.0,35.0,18.0,13.0,8.0,3.0,6.0,11.0,1.4,0.98,5.0,5.0,15.0,23.0,2.0,1.0,1.4011501000000002,0.9833971,12657426,4.4086956521739138,6.7854932301740813,1.3900000000000001,1,4.678260869565217,6.7630372492836672,0.99,3,12657426,331,8,1,0,1.3900000000000001,0.43000000000000005,397,19,25,6,0,28,20,7,13,4,9,13,9,2,2,6,4.4086956521739138,52,70,1,6,18,1034,230,6,2,1,0.99,0.69000000000000006,309,11,29,3,0,29,23,14,9,7,9,10,6,6,2,3,4.678260869565217,49,89,5,11,13,1047,A
12657425,2025-02-09,189471,PSIS Semarang,64289,Persib Bandung,0.0,1.0,12657425,67.0,33.0,529.0,219.0,465.0,175.0,17.0,22.0,43.0,38.0,5.0,12.0,6.0,3.0,10.0,18.0,0.58,1.26,5.0,6.0,10.0,11.0,0.0,1.0,0.5768421,1.263061,12657425,4.7521739130434781,6.9084615384615384,0.57000000000000006,0,4.704545454545455,7.001930894308944,1.25,2,12657425,465,3,0,0,0.57000000000000006,0.090000000000000011,529,23,17,9,0,21,34,17,17,3,8,13,2,1,1,5,4.7521739130434781,45,58,2,10,5,1040,175,8,1,1,1.25,0.62000000000000011,219,6,31,1,0,13,35,21,14,6,8,22,3,1,4,4,4.704545454545455,50,79,1,18,12,984,A
12657428,2025-02-08,86542,PS Barito Putera,86066,Semen Padang FC,2.0,1.0,12657428,45.0,55.0,289.0,345.0,240.0,284.0,10.0,15.0,38.0,35.0,14.0,8.0,3.0,0.0,20.0,10.0,2.19,0.68,5.0,0.0,13.0,16.0,0.0,0.0,2.1865866,0.681952,12657428,4.8826086956521735,7.109519230769231,2.19,4,5.6157894736842096,6.73224880382775,0.67999999999999994,2,12657428,240,13,2,2,2.19,1.2300000000000002,289,15,38,8,0,36,38,22,16,0,11,8,4,0,5,7,4.8826086956521735,55,88,4,20,14,1040,284,7,1,1,0.67999999999999994,0.38999999999999996,345,16,22,3,0,23,36,16,20,3,4,14,3,3,3,5,5.6157894736842096,54,98,4,10,8,1045,H
12657429,2025-02-08,86578,Madura United FC,266861,PSBS Biak,0.0,0.0,12657429,55.0,45.0,398.0,255.0,346.0,196.0,31.0,22.0,40.0,39.0,13.0,12.0,3.0,1.0,13.0,20.0,1.1,0.97,4.0,5.0,15.0,15.0,1.0,1.0,1.0952439999999999,0.96923100000000006,12657429,4.8347826086956518,7.06630963972736,1.08,0,4.6,6.975568743818001,0.96,0,12657429,345,8,0,0,1.08,0.82000000000000006,397,14,29,6,0,14,35,15,20,0,16,31,5,2,5,5,4.8347826086956518,66,98,3,13,13,1027,196,7,0,0,0.96,0.45000000000000007,255,18,32,9,0,25,34,19,15,4,27,22,8,5,2,5,4.6,64,99,0,20,12,1011,D
12657427,2025-02-08,383891,Dewa United FC,64295,Persija Jakarta,2.0,1.0,12657427,76.0,24.0,605.0,182.0,552.0,143.0,21.0,14.0,43.0,35.0,6.0,18.0,3.0,2.0,7.0,20.0,3.06,1.21,3.0,5.0,11.0,10.0,1.0,0.0,3.061559,1.205929,12657427,4.57,7.0941176470588232,3.05,2,4.85,6.7273593898951383,1.2000000000000002,2,12657427,552,6,2,0,3.05,0.90999999999999992,605,9,16,1,0,21,11,6,5,1,10,15,2,5,6,5,4.57,38,50,3,7,6,1020,143,6,1,1,1.2000000000000002,0.79,182,5,43,2,0,16,17,10,7,4,15,12,2,2,5,3,4.85,36,65,5,20,18,1049,H
12657430,2025-02-07,86576,Persita Tangerang,135866,Persik Kediri,1.0,0.0,12657430,31.0,69.0,241.0,451.0,168.0,378.0,10.0,34.0,31.0,43.0,15.0,8.0,3.0,4.0,23.0,11.0,0.43,0.74,5.0,7.0,12.0,11.0,3.0,0.0,0.42569500000000005,0.7388309999999999,12657430,4.4521739130434774,6.9430622009569367,0.42,1,5.1409090909090915,7.2043726235741445,0.7400000000000001,0,12657430,167,2,1,0,0.42,0.19999999999999998,240,6,44,1,0,20,31,13,18,4,23,10,5,1,2,1,4.4521739130434774,45,97,6,23,15,1045,378,6,0,0,0.7400000000000001,0.35,451,34,20,11,0,16,30,20,10,3,7,34,8,0,3,7,5.1409090909090915,71,92,1,11,8,1052,H
12657431,2025-02-07,200020,Persis Solo,76319,Persebaya Surabaya,2.0,1.0,12657431,59.0,41.0,459.0,221.0,401.0,166.0,21.0,9.0,41.0,27.0,12.0,13.0,5.0,1.0,15.0,10.0,0.99,1.26,3.0,4.0,6.0,11.0,0.0,1.0,0.992407,1.2564440000000001,12657431,4.7999999999999989,6.9769523809523806,0.98,2,4.3809523809523805,6.5932459677419342,1.2600000000000002,1,12657431,401,13,2,0,0.98,0.30999999999999994,459,14,28,4,0,21,22,6,16,1,7,17,7,0,9,7,4.7999999999999989,51,71,1,15,12,1050,165,4,1,0,1.2600000000000002,0.12,220,7,31,2,0,22,22,15,7,5,16,9,6,3,3,3,4.3809523809523805,33,88,8,10,13,992,H
12657433,2025-02-03,47465,Arema FC,64299,Bali United FC,1.0,0.0,12657433,55.0,45.0,320.0,261.0,266.0,190.0,17.0,17.0,35.0,31.0,16.0,8.0,3.0,4.0,25.0,20.0,0.94,1.94,6.0,3.0,14.0,15.0,0.0,1.0,0.94426,1.9430246,12657433,4.8565217391304349,7.0945558739255015,0.94000000000000006,2,4.3521739130434778,6.6784946236559142,1.9500000000000002,0,12657433,266,9,1,1,0.94000000000000006,0.73000000000000009,320,15,50,4,0,28,40,21,19,4,10,16,8,3,4,4,4.8565217391304349,67,120,9,25,16,1047,190,8,0,0,1.9500000000000002,1.0899999999999999,261,18,30,8,0,24,35,20,15,3,14,15,6,4,1,8,4.3521739130434778,57,122,2,20,8,1023,H
12657432,2025-02-03,189471,PSIS Semarang,383891,Dewa United FC,1.0,4.0,12657432,32.0,68.0,259.0,704.0,206.0,655.0,12.0,7.0,40.0,36.0,13.0,12.0,3.0,4.0,12.0,15.0,2.36,1.74,5.0,4.0,3.0,9.0,3.0,1.0,2.36248,1.7410850000000002,12657432,4.5565217391304351,6.5097087378640772,2.35,2,5.4450000000000012,7.48894324853229,1.74,8,12657432,204,8,1,1,2.35,0.78,257,12,28,7,0,23,20,15,5,4,4,12,6,4,7,1,4.5565217391304351,44,65,4,11,13,1030,655,17,4,4,1.74,1.3900000000000001,704,7,27,2,0,19,17,5,12,3,10,6,7,2,5,6,5.4450000000000012,39,67,0,15,12,1022,A
12657434,2025-02-02,86066,Semen Padang FC,491968,Malut United FC,1.0,1.0,12657434,47.0,53.0,341.0,418.0,282.0,358.0,8.0,15.0,34.0,37.0,14.0,17.0,1.0,3.0,8.0,10.0,0.76,0.52,4.0,1.0,13.0,6.0,1.0,0.0,0.75550800000000007,0.522545,12657434,4.0956521739130443,6.7721568627450983,0.76000000000000012,2,4.7521739130434781,6.8003842459173871,0.52,2,12657434,282,7,1,1,0.76000000000000012,0.40999999999999992,341,6,25,2,0,19,21,10,11,3,12,8,7,1,4,6,4.0956521739130443,44,85,3,8,14,1020,358,5,1,1,0.52,0.12000000000000001,418,13,27,4,0,16,21,12,9,1,4,12,7,2,3,6,4.7521739130434781,44,73,0,10,17,1041,D
12657437,2025-02-02,189945,Borneo FC Samarinda,204733,PSS Sleman,1.0,0.0,12657437,52.0,48.0,331.0,295.0,280.0,242.0,6.0,8.0,28.0,42.0,21.0,6.0,4.0,6.0,31.0,23.0,0.97,1.84,3.0,3.0,19.0,12.0,1.0,1.0,0.9745115,1.8419651,12657437,4.2217391304347824,7.1508032128514065,0.9700000000000002,2,6.1444444444444439,6.9911368015414252,1.84,0,12657437,280,10,1,1,0.9700000000000002,0.52,331,9,52,2,0,21,30,20,10,6,4,5,6,3,4,6,4.2217391304347824,35,86,0,31,21,996,242,15,0,0,1.84,1.65,295,29,31,10,0,21,38,18,20,4,5,7,7,1,3,10,6.1444444444444439,56,75,2,23,6,1038,H
