match_id,match_date,team_home_id,homeTeam_name,team_away_id,awayTeam_name,home_goals,away_goals,match_id_1,possession_home,possession_away,passes_home,passes_away,accuratePasses_home,accuratePasses_away,dribblesPct_home,dribblesPct_away,duelWonPct_home,duelWonPct_away,interceptions_home,interceptions_away,blocks_home,blocks_away,clearances_home,clearances_away,xG_home,xG_away,corners_home,corners_away,fouls_home,fouls_away,offsides_home,offsides_away,shotmap_xg_home,shotmap_xg_away,avg_rating_home,weighted_rating_home,xG_from_players_home,goal_contrib_home,avg_rating_away,weighted_rating_away,xG_from_players_away,goal_contrib_away,result
12654043,2025-02-21,266861,PSBS Biak,135866,Persik Kediri,1.0,1.0,12654043,49.0,51.0,339.0,375.0,271.0,310.0,27.0,17.0,45.0,35.0,20.0,24.0,2.0,7.0,8.0,32.0,2.83,0.7,7.0,4.0,11.0,13.0,0.0,1.0,2.8292051,0.69714900000000013,4.5956521739130434,7.0683187560738592,2.82,2,5.01818181818182,6.9799807507218485,0.7,2,D
12654047,2025-02-21,383891,Dewa United FC,76319,Persebaya Surabaya,2.0,0.0,12654047,59.0,41.0,630.0,364.0,568.0,307.0,18.0,22.0,42.0,35.0,9.0,16.0,3.0,3.0,13.0,8.0,1.4,1.44,5.0,5.0,6.0,13.0,1.0,2.0,1.40334,1.443904,5.3500000000000005,7.23415112855741,1.4000000000000001,4,5.0649999999999995,6.7939782823297126,1.44,0,H
12654041,2025-02-17,47465,Arema FC,204733,PSS Sleman,6.0,2.0,12654041,59.0,41.0,338.0,207.0,275.0,141.0,23.0,17.0,39.0,37.0,8.0,15.0,6.0,1.0,16.0,23.0,3.56,0.94,7.0,4.0,18.0,12.0,0.0,3.0,3.558962,0.9422600000000001,5.0260869565217412,7.346111111111111,3.5700000000000003,7,4.8666666666666663,6.4228440366972483,0.94000000000000006,3,H
12654045,2025-02-17,64299,Bali United FC,491968,Malut United FC,1.0,1.0,12654045,59.0,41.0,381.0,218.0,324.0,179.0,20.0,15.0,45.0,34.0,12.0,14.0,4.0,1.0,14.0,19.0,0.46,0.59,4.0,4.0,13.0,14.0,1.0,0.0,0.455781,0.5877371,4.0318181818181813,6.7853146853146846,0.45,2,4.7391304347826084,6.8662674650698605,0.59000000000000008,1,D
12654037,2025-02-16,64295,Persija Jakarta,64289,Persib Bandung,2.0,2.0,12654037,52.0,48.0,334.0,304.0,275.0,254.0,15.0,20.0,34.0,44.0,13.0,10.0,4.0,3.0,4.0,15.0,1.17,0.76,5.0,6.0,11.0,9.0,0.0,2.0,1.1687980000000002,0.75749600000000006,5.1190476190476186,6.7665722379603395,1.1700000000000002,3,4.9272727272727268,6.853422053231939,0.77,3,D
12654035,2025-02-16,189945,Borneo FC Samarinda,86542,PS Barito Putera,2.0,1.0,12654035,57.0,43.0,387.0,250.0,326.0,203.0,10.0,11.0,33.0,30.0,10.0,12.0,4.0,2.0,6.0,26.0,1.71,0.81,7.0,2.0,17.0,14.0,0.0,2.0,1.707482,0.8067791,4.3863636363636367,6.9414728682170539,1.7100000000000002,2,4.3347826086956527,6.6181646168401143,0.79999999999999993,2,H
12654040,2025-02-16,189471,PSIS Semarang,135864,PSM Makassar,1.0,1.0,12654040,46.0,54.0,268.0,340.0,212.0,257.0,15.0,21.0,38.0,38.0,11.0,22.0,1.0,3.0,23.0,10.0,0.57,2.1,2.0,12.0,13.0,12.0,1.0,3.0,0.571013,2.09658,4.4608695652173909,6.8514975845410619,0.57,2,4.9047619047619051,6.8935922330097084,2.0999999999999992,1,D
12654036,2025-02-15,86578,Madura United FC,383891,Dewa United FC,3.0,1.0,12654036,37.0,63.0,226.0,442.0,179.0,383.0,9.0,11.0,38.0,40.0,16.0,11.0,0.0,3.0,21.0,3.0,0.46,1.44,0.0,7.0,8.0,14.0,4.0,1.0,0.45752,1.441306,3.8913043478260874,6.9317540322580644,0.45,5,4.7333333333333343,6.6811594202898554,1.4500000000000002,1,H
12654027,2025-02-15,76319,Persebaya Surabaya,266861,PSBS Biak,1.0,0.0,12654027,51.0,49.0,345.0,340.0,280.0,274.0,23.0,17.0,38.0,36.0,15.0,11.0,0.0,0.0,10.0,14.0,0.56,1.18,4.0,1.0,10.0,15.0,1.0,1.0,0.556136,1.17719,4.52,7.0096837944664037,0.55,2,5.3950000000000005,6.7686653771760144,1.18,0,H
12657422,2025-02-14,86066,Semen Padang FC,86576,Persita Tangerang,2.0,0.0,12657422,46.0,54.0,306.0,370.0,246.0,308.0,2.0,11.0,27.0,37.0,13.0,14.0,4.0,0.0,19.0,13.0,0.73,1.17,2.0,3.0,12.0,20.0,0.0,1.0,0.72620999999999991,1.1689580000000002,4.2434782608695647,7.0345057034220533,0.73000000000000009,2,4.6260869565217391,6.6529197080291977,1.1800000000000002,0,H
